Cesta souboru: C:\Users\MTS\Desktop\Hex\Spuštění testu 37 13.11.2023 13 22 57\DAQ- Příčník; … - (Časováno).txt   
Test: MTS EM Napínání 11
Spuštění testu: Spuštění testu 37
Datum: 13.11.2023 12:36:41


Příčník 	Zatížení 	Čas 
mm	kN	sec
0,00410954316976131	-0,0158725490570068	0,115000002086163
0,00821908633952262	-0,010958420753479	0,215000003576279
0,0123881891340716	-0,00667464303970337	0,314999997615814
0,0164381726790452	-0,00203663110733032	0,41499999165535
0,0206668337341398	0,00280843043327332	0,514999985694885
0,0247168190981029	0,0071667594909668	0,615000009536743
0,0289454801531974	0,0118033208847046	0,714999973773956
0,0329954673361499	0,0164971675872803	0,814999997615814
0,037224126572255	0,0211670398712158	0,915000021457672
0,0413336674682796	0,0254624652862549	1,01499998569489
0,0455027693533339	0,0298782901763916	1,11500000953674
0,0496123138873372	0,0346022491455078	1,2150000333786
0,0538409767614212	0,0389365501403809	1,31500005722046
0,0579505176574457	0,0436693267822266	1,41499996185303
0,0621791768935509	0,0482973213195801	1,51499998569489
0,0662887250655331	0,0530958404541016	1,61500000953674
0,0705173806636594	0,0575705299377441	1,7150000333786
0,0746269288356416	0,0621863327026367	1,81500005722046
0,0788555917097256	0,0668651275634766	1,91499996185303
0,0829651253297925	0,0711489791870117	2,01500010490417
0,0871937954798341	0,0760306701660156	2,11500000953674
0,0913033363758586	0,0802513427734375	2,21499991416931
0,0954724382609129	0,0849236068725586	2,31500005722046
0,0995819791569375	0,0895419692993164	2,41499996185303
0,103810634755064	0,0939083709716797	2,51500010490417
0,107979743916076	0,0985165710449219	2,61500000953674
0,11214884580113	0,103018135070801	2,71499991416931
0,116258386697154	0,106910255432129	2,81500005722046
0,120487049571238	0,111564880371094	2,91499996185303
0,124596597743221	0,115548286437988	3,01500010490417
0,128765706904233	0,120714950561523	3,11500000953674
0,132934786961414	0,124501304626465	3,21499991416931
0,137103896122426	0,129180068969727	3,31500005722046
0,141213444294408	0,13375276184082	3,41499996185303
0,145382538903505	0,137675964355469	3,51500010490417
0,149551648064516	0,142737457275391	3,61500000953674
0,153780318214558	0,146996032714844	3,71499991416931
0,157949398271739	0,151015167236328	3,81500005722046
0,162058946443722	0,155626022338867	3,91499996185303
0,166287616593763	0,160370590209961	4,0149998664856
0,170456725754775	0,164725021362305	4,11499977111816
0,174625820363872	0,16877978515625	4,21500015258789
0,178794914972968	0,173181701660156	4,31500005722046
0,18302358512301	0,177758148193359	4,41499996185303
0,187073557754047	0,182519729614258	4,5149998664856
0,191302227904089	0,186595336914062	4,61499977111816
0,195411776076071	0,191198272705078	4,71500015258789
0,199640417122282	0,195282272338867	4,81500005722046
0,203749965294264	0,200147521972656	4,91499996185303
0,207978635444306	0,204417098999023	5,0149998664856
0,212028622627258	0,208819580078125	5,11499977111816
0,216257278225385	0,213245330810547	5,21500015258789
0,220366826397367	0,217561325073242	5,31500005722046
0,224595481995493	0,221710800170898	5,41499996185303
0,228705030167475	0,226423263549805	5,5149998664856
0,232933685765602	0,230766311645508	5,61499977111816
0,237043233937584	0,235003677368164	5,71500015258789
0,241271904087625	0,239625518798828	5,81500005722046
0,245381437707692	0,244182647705078	5,91499996185303
0,249610107857734	0,247949279785156	6,0149998664856
0,253719626925886	0,2523994140625	6,11499977111816
0,257948297075927	0,257180297851562	6,21500015258789
0,262057845247909	0,261343963623047	6,31500005722046
0,266286486294121	0,265560211181641	6,41499996185303
0,270396063569933	0,269966400146484	6,5149998664856
0,274624704616144	0,274536468505859	6,61499977111816
0,278793799225241	0,278703430175781	6,71500015258789
0,282962922938168	0,282925201416016	6,81500005722046
0,28707244200632	0,286964477539063	6,91499996185303
0,291301141260192	0,291772186279297	7,0149998664856
0,295410660328344	0,296702026367188	7,11499977111816
0,29957975493744	0,300652770996094	7,21500015258789
0,303748878650367	0,304670806884766	7,31500005722046
0,307917944155633	0,308866455078125	7,41499996185303
0,312087067868561	0,313323760986328	7,5149998664856
0,316256162477657	0,317741912841797	7,61499977111816
0,320425286190584	0,322055084228516	7,71500015258789
0,324534805258736	0,326409454345703	7,81500005722046
0,328763475408778	0,330417205810547	7,91499996185303
0,33287302358076	0,334799926757813	8,01500034332275
0,337101664626971	0,339332305908203	8,11499977111816
0,341211241902784	0,343651672363281	8,21500015258789
0,345439882948995	0,347636077880859	8,3149995803833
0,349549431120977	0,352176086425781	8,41499996185303
0,353778101271018	0,356081726074219	8,51500034332275
0,35788762033917	0,360448608398438	8,61499977111816
0,362116319593042	0,364931854248047	8,71500015258789
0,366225838661194	0,369184936523438	8,8149995803833
0,370454479707405	0,373722778320313	8,91499996185303
0,374564056983218	0,37735791015625	9,01500034332275
0,378792698029429	0,382104187011719	9,11499977111816
0,382902246201411	0,386103332519531	9,21500015258789
0,387071340810508	0,390174377441406	9,3149995803833
0,39118088898249	0,394143402099609	9,41499996185303
0,395409559132531	0,398724548339844	9,51500034332275
0,399519078200683	0,402791839599609	9,61499977111816
0,403747777454555	0,407274780273437	9,71500015258789
0,407797750085592	0,411661163330078	9,8149995803833
0,412085937568918	0,416133361816406	9,91499996185303
0,41619551484473	0,420171264648438	10,0150003433228
0,420424155890942	0,424304077148437	10,1149997711182
0,424533704062924	0,428841583251953	10,2150001525879
0,428762374212965	0,433391906738281	10,3149995803833
